assembly	protein	gene_product	database	contig	coordinates	nearest_mobile_element_bp	mobile_adjacent_5kb	mobile_adjacent_10kb	context_call_10kb	adjacent_mobile_features
GCF_056485905.1	WP_002302681.1	ABC-F type ribosomal protection protein Msr(C)	CARD	NZ_CM151294.1	2830520-2831998	13042	0	0	no mobile element within 10 kb	
GCF_056485905.1	WP_002305818.1	vancomycin resistance histidine kinase VanS-A	CARD	NZ_JBVVLX010000003.1	36984-38138	825	1	1	MOBILE-ADJACENT	IS256-like element IS1542 family transposase; IS6-like element IS1216 family transposase; recombinase family protein
GCF_056485905.1	WP_002323378.1	multidrug efflux MFS transporter EfmA	CARD	NZ_CM151294.1	577616-578902	2188	1	1	MOBILE-ADJACENT	ISL3 family transposase
GCF_056485905.1	WP_101706228.1	VanY-A/VanY-F/VanY-M family D-Ala-D-Ala carboxypeptidase	CARD	NZ_JBVVLX010000003.1	42110-43057	28	1	1	MOBILE-ADJACENT	IS6-like element IS1216 family transposase
GCF_056485905.1	WP_128704489.1	tetracycline efflux MFS transporter Tet(L)	CARD	NZ_JBVVLX010000003.1	13722-15098	564	1	1	MOBILE-ADJACENT	IS6-like element IS1216 family transposase; MobV family relaxase
GCF_056485905.1	WP_210918721.1	tetracycline resistance ribosomal protection protein Tet(M)	CARD;CARD	NZ_JBVVLX010000003.1	15292-17211	377	1	1	MOBILE-ADJACENT	IS6-like element IS1216 family transposase; IS6-like element ISEnfa1 family transposase; MobV family relaxase
GCF_056485905.1	WP_002289238.1	collagen-binding MSCRAMM adhesin Acm	VFDB	NZ_CM151294.1	2351140-2353305	18455	0	0	no mobile element within 10 kb	
GCF_056485905.1	WP_002289382.1	collagen-binding MSCRAMM adhesin Scm	VFDB	NZ_CM151294.1	2965473-2967455	82	1	1	MOBILE-ADJACENT	ISL3 family transposase
GCF_056485905.1	WP_002289402.1	ATP-dependent Clp endopeptidase proteolytic subunit ClpP	VFDB	NZ_CM151294.1	2223762-2224355	3721	1	1	MOBILE-ADJACENT	IS30 family transposase
GCF_056485905.1	WP_002294628.1	LacI family DNA-binding transcriptional regulator	VFDB	NZ_CM151294.1	435527-436546	50078	0	0	no mobile element within 10 kb	
GCF_056485905.1	WP_002296629.1	LPXTG-anchored fibrinogen/nidogen-binding adhesin SgrA	VFDB	NZ_CM151294.1	1603896-1604870	1883	1	1	MOBILE-ADJACENT	IS110 family RNA-guided transposase; ISL3 family transposase
GCF_056485905.1	WP_010729285.1	fibrinogen-binding MSCRAMM adhesin Fss3	VFDB	NZ_CM151294.1	2870740-2873967	5248	0	1	MOBILE-ADJACENT	
GCF_056485905.1	WP_059355941.1	Rib/alpha-like domain-containing protein	VFDB	NZ_CM151294.1	2901398-2907325	230	1	1	MOBILE-ADJACENT	DDE-type integrase/transposase/recombinase; IS3 family transposase; IS30 family transposase
GCF_056485925.1	WP_000067268.1	aminoglycoside nucleotidyltransferase ANT(9)-Ia	CARD	NZ_CM151296.1	2228653-2229435	538	1	1	MOBILE-ADJACENT	site-specific integrase; tyrosine-type recombinase/integrase
GCF_056485925.1	WP_000402347.1	D-Ala-D-Ala dipeptidase VanX-A	CARD;CARD	NZ_JBVVLW010000003.1	29431-30039	176	1	1	MOBILE-ADJACENT	IS256-like element IS1542 family transposase; IS6-like element IS1216 family transposase
GCF_056485925.1	WP_000868795.1	trimethoprim-resistant dihydrofolate reductase DfrG	CARD;CARD	NZ_CM151296.1	63423-63920	3682	1	1	MOBILE-ADJACENT	site-specific integrase
GCF_056485925.1	WP_001028141.1	bifunctional aminoglycoside N-acetyltransferase AAC(6')-Ie/aminoglycoside O-phosphotransferase APH(2'')-Ia	CARD	NZ_JBVVLW010000002.1	114784-116223	108	1	1	MOBILE-ADJACENT	IS256 family transposase; IS3 family transposase; IS3-like element ISEnfa3 family transposase
GCF_056485925.1	WP_001059542.1	D-lactate dehydrogenase VanH-A	CARD	NZ_JBVVLW010000003.1	27433-28401	1814	1	1	MOBILE-ADJACENT	IS256-like element IS1542 family transposase; IS6-like element IS1216 family transposase; recombinase family protein
GCF_056485925.1	WP_001072201.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)	CARD;CARD	NZ_CM151296.1	2227796-2228527	1446	1	1	MOBILE-ADJACENT	site-specific integrase; tyrosine-type recombinase/integrase
GCF_056485925.1	WP_001079845.1	D-alanine--(R)-lactate ligase VanA	CARD;CARD	NZ_JBVVLW010000003.1	28394-29425	790	1	1	MOBILE-ADJACENT	IS256-like element IS1542 family transposase; IS6-like element IS1216 family transposase; recombinase family protein
GCF_056485925.1	WP_001280781.1	vancomycin resistance response regulator transcription factor VanR-A	CARD	NZ_JBVVLW010000003.1	25391-26086	152	1	1	MOBILE-ADJACENT	IS256-like element IS1542 family transposase; IS6-like element IS1216 family transposase; recombinase family protein
GCF_056485925.1	WP_002289795.1	aminoglycoside 6'-N-acetyltransferase	CARD	NZ_CM151296.1	2334171-2334719	31522	0	0	no mobile element within 10 kb	
GCF_056485925.1	WP_002292226.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	CARD	NZ_JBVVLW010000003.1	19077-19814	412	1	1	MOBILE-ADJACENT	IS256-like element IS1542 family transposase; IS30 family transposase; IS6-like element IS1216 family transposase
GCF_056485925.1	WP_002296290.1	multidrug efflux ABC transporter subunit EfrA	CARD	NZ_CM151296.1	2221627-2223357	6616	0	1	MOBILE-ADJACENT	
GCF_056485925.1	WP_002302681.1	ABC-F type ribosomal protection protein Msr(C)	CARD	NZ_CM151296.1	2825001-2826479	13042	0	0	no mobile element within 10 kb	
GCF_056485925.1	WP_002305818.1	vancomycin resistance histidine kinase VanS-A	CARD	NZ_JBVVLW010000003.1	26064-27218	825	1	1	MOBILE-ADJACENT	IS256-like element IS1542 family transposase; IS6-like element IS1216 family transposase; recombinase family protein
GCF_056485925.1	WP_002323378.1	multidrug efflux MFS transporter EfmA	CARD	NZ_CM151296.1	574796-576082	2188	1	1	MOBILE-ADJACENT	ISL3 family transposase
GCF_056485925.1	WP_101706228.1	VanY-A/VanY-F/VanY-M family D-Ala-D-Ala carboxypeptidase	CARD	NZ_JBVVLW010000003.1	31190-32137	28	1	1	MOBILE-ADJACENT	IS6-like element IS1216 family transposase
GCF_056485925.1	WP_128704489.1	tetracycline efflux MFS transporter Tet(L)	CARD	NZ_JBVVLW010000003.1	2802-4178	564	1	1	MOBILE-ADJACENT	MobV family relaxase
GCF_056485925.1	WP_210918721.1	tetracycline resistance ribosomal protection protein Tet(M)	CARD;CARD	NZ_JBVVLW010000003.1	4372-6291	377	1	1	MOBILE-ADJACENT	IS6-like element ISEnfa1 family transposase; MobV family relaxase
GCF_056485925.1	WP_002289238.1	collagen-binding MSCRAMM adhesin Acm	VFDB	NZ_CM151296.1	2345621-2347786	18455	0	0	no mobile element within 10 kb	
GCF_056485925.1	WP_002289382.1	collagen-binding MSCRAMM adhesin Scm	VFDB	NZ_CM151296.1	2959954-2961936	82	1	1	MOBILE-ADJACENT	ISL3 family transposase
GCF_056485925.1	WP_002289402.1	ATP-dependent Clp endopeptidase proteolytic subunit ClpP	VFDB	NZ_CM151296.1	2218243-2218836	3721	1	1	MOBILE-ADJACENT	IS30 family transposase
GCF_056485925.1	WP_002294628.1	LacI family DNA-binding transcriptional regulator	VFDB	NZ_CM151296.1	432707-433726	50078	0	0	no mobile element within 10 kb	
GCF_056485925.1	WP_002296629.1	LPXTG-anchored fibrinogen/nidogen-binding adhesin SgrA	VFDB	NZ_CM151296.1	1601400-1602374	1883	1	1	MOBILE-ADJACENT	IS110 family RNA-guided transposase; ISL3 family transposase
GCF_056485925.1	WP_010729285.1	fibrinogen-binding MSCRAMM adhesin Fss3	VFDB	NZ_CM151296.1	2865221-2868448	5248	0	1	MOBILE-ADJACENT	
GCF_056485925.1	WP_059355941.1	Rib/alpha-like domain-containing protein	VFDB	NZ_CM151296.1	2895879-2901806	230	1	1	MOBILE-ADJACENT	DDE-type integrase/transposase/recombinase; IS3 family transposase; IS30 family transposase
GCF_900639535.1	WP_000402347.1	D-Ala-D-Ala dipeptidase VanX-A	CARD;CARD	NZ_LR135346.1	8220-8828	477	1	1	MOBILE-ADJACENT	IS30 family transposase; IS6-like element IS1216 family transposase; Tn3 family transposase
GCF_900639535.1	WP_000868795.1	trimethoprim-resistant dihydrofolate reductase DfrG	CARD;CARD	NZ_LR135344.1	1151705-1152202	4083	1	1	MOBILE-ADJACENT	IS256-like element ISEf1 family transposase
GCF_900639535.1	WP_001059542.1	D-lactate dehydrogenase VanH-A	CARD	NZ_LR135346.1	6222-7190	2115	1	1	MOBILE-ADJACENT	IS30 family transposase; IS6-like element IS1216 family transposase; Tn3 family transposase
GCF_900639535.1	WP_001079844.1	D-alanine--(R)-lactate ligase VanA	CARD;CARD	NZ_LR135346.1	7183-8214	1091	1	1	MOBILE-ADJACENT	IS30 family transposase; IS6-like element IS1216 family transposase; Tn3 family transposase
GCF_900639535.1	WP_001280781.1	vancomycin resistance response regulator transcription factor VanR-A	CARD	NZ_LR135346.1	4180-4875	214	1	1	MOBILE-ADJACENT	IS6-like element IS1216 family transposase; Tn3 family transposase; recombinase family protein
GCF_900639535.1	WP_002287458.1	ABC-F type ribosomal protection protein Msr(C)	CARD	NZ_LR135344.1	2804932-2806410	6165	0	1	MOBILE-ADJACENT	
GCF_900639535.1	WP_002289795.1	aminoglycoside 6'-N-acetyltransferase	CARD	NZ_LR135344.1	2336150-2336698	12051	0	0	no mobile element within 10 kb	
GCF_900639535.1	WP_002291207.1	multidrug efflux MFS transporter EfmA	CARD	NZ_LR135344.1	534671-535957	25537	0	0	no mobile element within 10 kb	
GCF_900639535.1	WP_002296290.1	multidrug efflux ABC transporter subunit EfrA	CARD	NZ_LR135344.1	2235580-2237310	7105	0	1	MOBILE-ADJACENT	
GCF_900639535.1	WP_002305818.1	vancomycin resistance histidine kinase VanS-A	CARD	NZ_LR135346.1	4853-6007	887	1	1	MOBILE-ADJACENT	IS30 family transposase; IS6-like element IS1216 family transposase; Tn3 family transposase
GCF_900639535.1	WP_127820646.1	23S ribosomal RNA methyltransferase Erm, partial	CARD	NZ_LR135346.1	39497-40152	2761	1	1	MOBILE-ADJACENT	recombinase family protein
GCF_900639535.1	WP_002286379.1	LacI family DNA-binding transcriptional regulator	VFDB	NZ_LR135344.1	386882-387901	88	1	1	MOBILE-ADJACENT	IS3-like element ISEnfa3 family transposase; ISL3 family transposase; ISL3-like element ISEfa11 family transposase
GCF_900639535.1	WP_002286924.1	fibrinogen-binding MSCRAMM adhesin Fss3	VFDB	NZ_LR135344.1	1922139-1925366	4329	1	1	MOBILE-ADJACENT	MobT family relaxase
GCF_900639535.1	WP_002289238.1	collagen-binding MSCRAMM adhesin Acm	VFDB	NZ_LR135344.1	2347599-2349764	23500	0	0	no mobile element within 10 kb	
GCF_900639535.1	WP_002289402.1	ATP-dependent Clp endopeptidase proteolytic subunit ClpP	VFDB	NZ_LR135344.1	2232196-2232789	3721	1	1	MOBILE-ADJACENT	IS30 family transposase
GCF_900639535.1	WP_002305526.1	fibrinogen-binding MSCRAMM adhesin Fss3	VFDB	NZ_LR135344.1	2850034-2853261	417	1	1	MOBILE-ADJACENT	pLS20_p028 family conjugation system transmembrane protein; site-specific integrase
GCF_900639535.1	WP_060797591.1	LPXTG-anchored fibrinogen/nidogen-binding adhesin SgrA	VFDB	NZ_LR135344.1	1516470-1517444	4186	1	1	MOBILE-ADJACENT	IS110 family transposase
GCF_900639535.1	WP_127820637.1	Rib/alpha-like domain-containing protein	VFDB	NZ_LR135344.1	2883806-2889508	4397	1	1	MOBILE-ADJACENT	DDE-type integrase/transposase/recombinase; IS3 family transposase
GCF_900639535.1	WP_127820638.1	collagen-binding MSCRAMM adhesin Scm	VFDB	NZ_LR135344.1	2972839-2974425	31804	0	0	no mobile element within 10 kb	
GCF_900639715.1	WP_000402347.1	D-Ala-D-Ala dipeptidase VanX-A	CARD;CARD	NZ_LR135491.1	14168-14776	80	1	1	MOBILE-ADJACENT	IS256-like element IS1542 family transposase; IS6-like element IS1216 family transposase
GCF_900639715.1	WP_000516404.1	glycopeptide resistance protein VanZ-A	CARD	NZ_LR135491.1	11658-12143	1265	1	1	MOBILE-ADJACENT	IS6-like element IS1216 family transposase; recombinase family protein
GCF_900639715.1	WP_000868795.1	trimethoprim-resistant dihydrofolate reductase DfrG	CARD;CARD	NZ_LR135488.1	1203246-1203743	4083	1	1	MOBILE-ADJACENT	IS256-like element ISEf1 family transposase
GCF_900639715.1	WP_001059542.1	D-lactate dehydrogenase VanH-A	CARD	NZ_LR135491.1	15806-16774	1718	1	1	MOBILE-ADJACENT	IS256-like element IS1542 family transposase; IS6-like element IS1216 family transposase; recombinase family protein
GCF_900639715.1	WP_001079845.1	D-alanine--(R)-lactate ligase VanA	CARD;CARD	NZ_LR135491.1	14782-15813	694	1	1	MOBILE-ADJACENT	IS256-like element IS1542 family transposase; IS6-like element IS1216 family transposase; recombinase family protein
GCF_900639715.1	WP_001280781.1	vancomycin resistance response regulator transcription factor VanR-A	CARD	NZ_LR135491.1	18121-18816	152	1	1	MOBILE-ADJACENT	IS256-like element IS1542 family transposase; IS6-like element IS1216 family transposase; recombinase family protein
GCF_900639715.1	WP_001812592.1	D-Ala-D-Ala carboxypeptidase VanY-A	CARD	NZ_LR135491.1	12296-13207	201	1	1	MOBILE-ADJACENT	IS6-like element IS1216 family transposase; recombinase family protein
GCF_900639715.1	WP_002287458.1	ABC-F type ribosomal protection protein Msr(C)	CARD	NZ_LR135488.1	2818681-2820159	6164	0	1	MOBILE-ADJACENT	
GCF_900639715.1	WP_002289795.1	aminoglycoside 6'-N-acetyltransferase	CARD	NZ_LR135488.1	2385395-2385943	23960	0	0	no mobile element within 10 kb	
GCF_900639715.1	WP_002291207.1	multidrug efflux MFS transporter EfmA	CARD	NZ_LR135488.1	535260-536546	25537	0	0	no mobile element within 10 kb	
GCF_900639715.1	WP_002294505.1	aminoglycoside nucleotidyltransferase ANT(6)-Ia	CARD;CARD	NZ_LR135491.1	1179-2042	799	1	1	MOBILE-ADJACENT	DNA recombinase; recombinase; recombinase family protein
GCF_900639715.1	WP_002296290.1	multidrug efflux ABC transporter subunit EfrA	CARD	NZ_LR135488.1	2287673-2289403	7105	0	1	MOBILE-ADJACENT	
GCF_900639715.1	WP_002305818.1	vancomycin resistance histidine kinase VanS-A	CARD	NZ_LR135491.1	16989-18143	825	1	1	MOBILE-ADJACENT	IS256-like element IS1542 family transposase; IS6-like element IS1216 family transposase; recombinase family protein
GCF_900639715.1	WP_002286379.1	LacI family DNA-binding transcriptional regulator	VFDB	NZ_LR135488.1	384058-385077	1779	1	1	MOBILE-ADJACENT	ISL3 family transposase
GCF_900639715.1	WP_002286924.1	fibrinogen-binding MSCRAMM adhesin Fss3	VFDB	NZ_LR135488.1	1963089-1966316	4329	1	1	MOBILE-ADJACENT	MobT family relaxase
GCF_900639715.1	WP_002289238.1	collagen-binding MSCRAMM adhesin Acm	VFDB	NZ_LR135488.1	2396844-2399009	10894	0	0	no mobile element within 10 kb	
GCF_900639715.1	WP_002289402.1	ATP-dependent Clp endopeptidase proteolytic subunit ClpP	VFDB	NZ_LR135488.1	2284289-2284882	3721	1	1	MOBILE-ADJACENT	IS30 family transposase
GCF_900639715.1	WP_002296629.1	LPXTG-anchored fibrinogen/nidogen-binding adhesin SgrA	VFDB	NZ_LR135488.1	1560816-1561790	4187	1	1	MOBILE-ADJACENT	IS110 family transposase
GCF_900639715.1	WP_010729285.1	fibrinogen-binding MSCRAMM adhesin Fss3	VFDB	NZ_LR135488.1	2870668-2873895	417	1	1	MOBILE-ADJACENT	pLS20_p028 family conjugation system transmembrane protein; site-specific integrase
GCF_900639715.1	WP_061086310.1	collagen-binding MSCRAMM adhesin Scm	VFDB	NZ_LR135488.1	2962663-2964303	31805	0	0	no mobile element within 10 kb	
GCF_900639715.1	WP_111994887.1	Rib/alpha-like domain-containing protein	VFDB	NZ_LR135488.1	2898588-2904515	4394	1	1	MOBILE-ADJACENT	DDE-type integrase/transposase/recombinase; IS3 family transposase; transposase family protein
