accession	n_GH_families	GH_families	all_families	n_cazymes_consensus	n_single_tool_dropped	n_rows_fallback
GCF_004302195.1	16	GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH65;GH73;GH78;GH85	AA10;AA4;CBM32;CBM34;CBM48;CBM50;CE1;CE2;CE4;CE9;GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH65;GH73;GH78;GH85;GT119;GT2;GT26;GT28;GT35;GT4;GT5;GT51	85	147	0
GCF_004302205.1	16	GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH65;GH73;GH78;GH85	AA10;AA4;CBM32;CBM34;CBM48;CBM50;CE1;CE2;CE4;CE9;GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH65;GH73;GH78;GH85;GT119;GT2;GT26;GT28;GT35;GT4;GT5;GT51	84	147	0
GCF_004302215.1	16	GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH65;GH73;GH78;GH85	AA10;AA4;CBM32;CBM34;CBM48;CBM50;CE1;CE2;CE4;CE9;GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH65;GH73;GH78;GH85;GT119;GT2;GT26;GT28;GT35;GT4;GT5;GT51	83	148	0
GCF_004302255.1	16	GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH65;GH73;GH78;GH85	AA10;AA4;CBM32;CBM34;CBM48;CBM50;CE1;CE2;CE4;CE9;GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH65;GH73;GH78;GH85;GT119;GT2;GT26;GT28;GT35;GT4;GT5;GT51	84	148	0
GCF_004302285.1	16	GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH65;GH73;GH78;GH85	AA10;AA4;CBM32;CBM34;CBM48;CBM50;CE1;CE2;CE4;CE9;GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH65;GH73;GH78;GH85;GT119;GT2;GT26;GT28;GT35;GT4;GT5;GT51	84	148	0
GCF_004302295.1	16	GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH65;GH73;GH78;GH85	AA10;AA4;CBM32;CBM34;CBM48;CBM50;CE1;CE2;CE4;CE9;GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH65;GH73;GH78;GH85;GT119;GT2;GT26;GT28;GT35;GT4;GT5;GT51	84	146	0
GCF_004302305.1	16	GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH65;GH73;GH78;GH85	AA10;AA4;CBM32;CBM34;CBM48;CBM50;CE1;CE2;CE4;CE9;GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH65;GH73;GH78;GH85;GT119;GT2;GT26;GT28;GT35;GT4;GT5;GT51	84	148	0
GCF_004302315.1	16	GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH65;GH73;GH78;GH85	AA10;AA4;CBM32;CBM34;CBM48;CBM50;CE1;CE2;CE4;CE9;GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH65;GH73;GH78;GH85;GT119;GT2;GT26;GT28;GT35;GT4;GT5;GT51	84	147	0
GCF_004302345.1	17	GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH42;GH65;GH73;GH78;GH85	AA10;AA4;CBM32;CBM34;CBM48;CBM50;CE1;CE2;CE4;CE9;GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH42;GH65;GH73;GH78;GH85;GT119;GT2;GT26;GT28;GT35;GT4;GT5;GT51	85	147	0
GCF_004302385.1	16	GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH65;GH73;GH78;GH85	AA10;AA4;CBM32;CBM34;CBM48;CBM50;CE1;CE2;CE4;CE9;GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH65;GH73;GH78;GH85;GT119;GT2;GT26;GT28;GT35;GT4;GT5;GT51	85	148	0
GCF_004302395.1	16	GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH65;GH73;GH78;GH85	AA10;AA4;CBM32;CBM34;CBM48;CBM50;CE1;CE2;CE4;CE9;GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH65;GH73;GH78;GH85;GT119;GT2;GT26;GT28;GT35;GT4;GT5;GT51	84	148	0
GCF_004302405.1	16	GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH65;GH73;GH78;GH85	AA10;AA4;CBM32;CBM34;CBM48;CBM50;CE1;CE2;CE4;CE9;GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH65;GH73;GH78;GH85;GT119;GT2;GT26;GT28;GT35;GT4;GT5;GT51	84	148	0
GCF_004302415.1	16	GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH65;GH73;GH78;GH85	AA10;AA4;CBM32;CBM34;CBM48;CBM50;CE1;CE2;CE4;CE9;GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH65;GH73;GH78;GH85;GT119;GT2;GT26;GT28;GT35;GT4;GT5;GT51	84	148	0
GCF_004302445.1	16	GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH65;GH73;GH78;GH85	AA10;AA4;CBM32;CBM34;CBM48;CBM50;CE1;CE2;CE4;CE9;GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH65;GH73;GH78;GH85;GT119;GT2;GT26;GT28;GT35;GT4;GT5;GT51	85	147	0
GCF_004302485.1	16	GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH65;GH73;GH78;GH85	AA10;AA4;CBM32;CBM34;CBM48;CBM50;CE1;CE2;CE4;CE9;GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH65;GH73;GH78;GH85;GT119;GT2;GT26;GT28;GT35;GT4;GT5;GT51	83	145	0
GCF_004302495.1	16	GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH65;GH73;GH78;GH85	AA10;AA4;CBM32;CBM34;CBM48;CBM50;CE1;CE2;CE4;CE9;GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH65;GH73;GH78;GH85;GT119;GT2;GT26;GT28;GT35;GT4;GT5;GT51	84	145	0
GCF_004302505.1	16	GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH65;GH73;GH78;GH85	AA10;AA4;CBM32;CBM34;CBM48;CBM50;CE1;CE2;CE4;CE9;GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH65;GH73;GH78;GH85;GT119;GT2;GT26;GT28;GT35;GT4;GT5;GT51	84	150	0
GCF_004302515.1	16	GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH65;GH73;GH78;GH85	AA10;AA4;CBM32;CBM34;CBM48;CBM50;CE1;CE2;CE4;CE9;GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH65;GH73;GH78;GH85;GT119;GT2;GT26;GT28;GT35;GT4;GT5;GT51	85	148	0
GCF_004302535.1	16	GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH65;GH73;GH78;GH85	AA10;AA4;CBM32;CBM34;CBM48;CBM50;CE1;CE2;CE4;CE9;GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH65;GH73;GH78;GH85;GT119;GT2;GT26;GT28;GT35;GT4;GT5;GT51	85	148	0
GCF_004302585.1	16	GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH65;GH73;GH78;GH85	AA10;AA4;CBM32;CBM34;CBM48;CBM50;CE1;CE2;CE4;CE9;GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH65;GH73;GH78;GH85;GT119;GT2;GT26;GT28;GT35;GT4;GT5;GT51	84	148	0
GCF_004302615.1	17	GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH42;GH65;GH73;GH78;GH85	AA10;AA4;CBM32;CBM34;CBM48;CBM50;CE1;CE2;CE4;CE9;GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH42;GH65;GH73;GH78;GH85;GT119;GT2;GT26;GT28;GT35;GT4;GT5;GT51	85	146	0
GCF_004302625.1	17	GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH42;GH65;GH73;GH78;GH85	AA10;AA4;CBM32;CBM34;CBM48;CBM50;CE1;CE2;CE4;CE9;GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH42;GH65;GH73;GH78;GH85;GT119;GT2;GT26;GT28;GT35;GT4;GT5;GT51	85	147	0
GCF_004302645.1	16	GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH65;GH73;GH78;GH85	AA10;AA4;CBM32;CBM34;CBM48;CBM50;CE1;CE2;CE4;CE9;GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH65;GH73;GH78;GH85;GT119;GT2;GT26;GT28;GT35;GT4;GT5;GT51	85	149	0
GCF_004302685.1	16	GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH65;GH73;GH78;GH85	AA10;AA4;CBM32;CBM34;CBM48;CBM50;CE1;CE2;CE4;CE9;GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH65;GH73;GH78;GH85;GT119;GT2;GT26;GT28;GT35;GT4;GT5;GT51	85	148	0
GCF_004302695.1	16	GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH65;GH73;GH78;GH85	AA10;AA4;CBM32;CBM34;CBM48;CBM50;CE1;CE2;CE4;CE9;GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH65;GH73;GH78;GH85;GT119;GT2;GT26;GT28;GT35;GT4;GT5;GT51	83	148	0
GCF_004302715.1	16	GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH65;GH73;GH78;GH85	AA10;AA4;CBM32;CBM34;CBM48;CBM50;CE1;CE2;CE4;CE9;GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH65;GH73;GH78;GH85;GT119;GT2;GT26;GT28;GT35;GT4;GT5;GT51	84	148	0
GCF_004302725.1	16	GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH65;GH73;GH78;GH85	AA10;AA4;CBM32;CBM34;CBM48;CBM50;CE1;CE2;CE4;CE9;GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH65;GH73;GH78;GH85;GT119;GT2;GT26;GT28;GT35;GT4;GT5;GT51	85	148	0
GCF_004302745.1	16	GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH65;GH73;GH78;GH85	AA10;AA4;CBM32;CBM34;CBM48;CBM50;CE1;CE2;CE4;CE9;GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH65;GH73;GH78;GH85;GT119;GT2;GT26;GT28;GT35;GT4;GT5;GT51	85	147	0
GCF_004319665.1	21	GH1;GH109;GH125;GH13;GH170;GH188;GH2;GH20;GH23;GH25;GH31;GH32;GH36;GH38;GH4;GH42;GH65;GH73;GH78;GH85;GH92	AA10;AA4;CBM32;CBM34;CBM48;CBM50;CE1;CE2;CE4;CE9;GH1;GH109;GH125;GH13;GH170;GH188;GH2;GH20;GH23;GH25;GH31;GH32;GH36;GH38;GH4;GH42;GH65;GH73;GH78;GH85;GH92;GT111;GT119;GT125;GT2;GT26;GT28;GT4;GT5;GT51	97	152	0
GCF_004319685.1	26	GH1;GH109;GH112;GH125;GH129;GH13;GH172;GH176;GH18;GH184;GH2;GH20;GH23;GH3;GH31;GH32;GH33;GH36;GH38;GH42;GH5;GH53;GH65;GH77;GH85;GH95	CBM25;CBM32;CBM41;CBM48;CBM5;CBM61;CE4;CE9;GH1;GH109;GH112;GH125;GH129;GH13;GH172;GH176;GH18;GH184;GH2;GH20;GH23;GH3;GH31;GH32;GH33;GH36;GH38;GH42;GH5;GH53;GH65;GH77;GH85;GH95;GT119;GT122;GT14;GT2;GT28;GT32;GT35;GT4;GT51	84	46	0
GCF_004328745.1	14	GH1;GH109;GH126;GH13;GH170;GH188;GH2;GH23;GH25;GH42;GH65;GH73;GH78;GH85	AA10;AA4;CBM32;CBM34;CBM48;CBM50;CE1;CE4;CE9;GH1;GH109;GH126;GH13;GH170;GH188;GH2;GH23;GH25;GH42;GH65;GH73;GH78;GH85;GT119;GT2;GT26;GT28;GT4;GT5;GT51	63	150	0
GCF_004332015.1	29	GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH16;GH170;GH18;GH185;GH2;GH20;GH23;GH25;GH3;GH31;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94	AA10;CBM32;CBM34;CBM50;CE1;CE4;CE7;CE9;GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH16;GH170;GH18;GH185;GH2;GH20;GH23;GH25;GH3;GH31;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94;GT119;GT2;GT26;GT28;GT4;GT51;GT8;PL8	96	103	0
GCF_004337615.1	19	GH1;GH109;GH113;GH126;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH42;GH65;GH70;GH73;GH78	AA10;AA4;CBM34;CBM48;CBM50;CE1;CE2;CE4;CE9;GH1;GH109;GH113;GH126;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH42;GH65;GH70;GH73;GH78;GT111;GT119;GT125;GT2;GT26;GT28;GT35;GT4;GT5;GT51	102	163	0
GCF_004349655.1	13	GH13;GH2;GH23;GH25;GH31;GH36;GH42;GH53;GH65;GH66;GH70;GH73;GH8	CBM34;CBM50;GH13;GH2;GH23;GH25;GH31;GH36;GH42;GH53;GH65;GH66;GH70;GH73;GH8;GT111;GT113;GT119;GT125;GT2;GT28;GT4;GT51;GT8	46	61	0
GCF_004349685.1	14	GH120;GH13;GH2;GH23;GH25;GH31;GH36;GH42;GH53;GH65;GH66;GH70;GH73;GH8	CBM34;CBM50;GH120;GH13;GH2;GH23;GH25;GH31;GH36;GH42;GH53;GH65;GH66;GH70;GH73;GH8;GT111;GT113;GT119;GT125;GT2;GT28;GT4;GT51;GT8	50	66	0
GCF_004353295.1	13	GH1;GH126;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH65;GH73	CBM34;CBM50;CE2;CE20;CE9;GH1;GH126;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH65;GH73;GT113;GT119;GT125;GT2;GT26;GT28;GT4;GT51;GT8	53	70	0
GCF_004354485.1	19	GH1;GH125;GH13;GH170;GH18;GH2;GH20;GH23;GH25;GH3;GH38;GH43;GH65;GH67;GH73;GH77;GH8;GH85;GH92	AA10;CBM32;CBM34;CBM48;CBM5;CBM50;CBM91;CE20;CE4;CE9;GH1;GH125;GH13;GH170;GH18;GH2;GH20;GH23;GH25;GH3;GH38;GH43;GH65;GH67;GH73;GH77;GH8;GH85;GH92;GT119;GT2;GT28;GT35;GT4;GT5;GT51	81	75	0
GCF_004354495.1	13	GH1;GH126;GH13;GH170;GH188;GH2;GH25;GH31;GH32;GH36;GH38;GH65;GH73	CBM50;CE2;CE20;CE9;GH1;GH126;GH13;GH170;GH188;GH2;GH25;GH31;GH32;GH36;GH38;GH65;GH73;GT101;GT111;GT119;GT14;GT2;GT26;GT28;GT4;GT51;GT8	49	71	0
GCF_004354505.1	8	GH13;GH2;GH23;GH25;GH3;GH32;GH73;GH77	CBM50;CE1;CE4;CE9;GH13;GH2;GH23;GH25;GH3;GH32;GH73;GH77;GT113;GT119;GT2;GT28;GT35;GT4;GT51;GT8	41	56	0
GCF_004354615.1	11	GH1;GH13;GH25;GH3;GH31;GH32;GH4;GH65;GH68;GH70;GH73	AA4;CBM32;CBM34;CBM50;CE9;GH1;GH13;GH25;GH3;GH31;GH32;GH4;GH65;GH68;GH70;GH73;GT111;GT113;GT119;GT122;GT2;GT26;GT28;GT32;GT4;GT51;GT8	48	59	0
GCF_004354655.1	16	GH1;GH13;GH170;GH20;GH23;GH25;GH29;GH3;GH31;GH32;GH35;GH36;GH38;GH4;GH65;GH73	CBM34;CBM48;CBM50;CE1;CE4;CE9;GH1;GH13;GH170;GH20;GH23;GH25;GH29;GH3;GH31;GH32;GH35;GH36;GH38;GH4;GH65;GH73;GT1;GT119;GT122;GT125;GT2;GT28;GT32;GT35;GT4;GT5;GT51;GT8;GT83;PL12	76	90	0
GCF_004354995.1	21	GH1;GH109;GH125;GH126;GH13;GH170;GH188;GH2;GH20;GH23;GH25;GH31;GH32;GH36;GH38;GH42;GH65;GH73;GH78;GH85;GH92	AA10;AA4;CBM32;CBM34;CBM48;CBM50;CE1;CE4;CE9;GH1;GH109;GH125;GH126;GH13;GH170;GH188;GH2;GH20;GH23;GH25;GH31;GH32;GH36;GH38;GH42;GH65;GH73;GH78;GH85;GH92;GT111;GT113;GT119;GT125;GT131;GT2;GT26;GT28;GT35;GT4;GT5;GT51	108	147	0
GCF_004368485.1	17	GH1;GH109;GH113;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH42;GH65;GH73;GH78;GH85	AA10;CBM32;CBM34;CBM48;CBM50;CE1;CE4;CE9;GH1;GH109;GH113;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH42;GH65;GH73;GH78;GH85;GT119;GT2;GT26;GT28;GT32;GT35;GT4;GT5;GT51	96	153	0
GCF_004403045.2	21	GH1;GH109;GH125;GH126;GH13;GH170;GH188;GH2;GH20;GH23;GH25;GH31;GH32;GH36;GH38;GH42;GH65;GH73;GH78;GH85;GH92	AA10;AA4;CBM32;CBM34;CBM48;CBM50;CE1;CE2;CE4;CE9;GH1;GH109;GH125;GH126;GH13;GH170;GH188;GH2;GH20;GH23;GH25;GH31;GH32;GH36;GH38;GH42;GH65;GH73;GH78;GH85;GH92;GT111;GT113;GT119;GT125;GT131;GT2;GT26;GT28;GT35;GT4;GT5;GT51	105	144	0
GCF_004404125.1	21	GH1;GH109;GH125;GH126;GH13;GH170;GH188;GH2;GH20;GH23;GH25;GH31;GH32;GH36;GH38;GH42;GH65;GH73;GH78;GH85;GH92	AA10;AA4;CBM32;CBM34;CBM48;CBM50;CE1;CE2;CE4;CE9;GH1;GH109;GH125;GH126;GH13;GH170;GH188;GH2;GH20;GH23;GH25;GH31;GH32;GH36;GH38;GH42;GH65;GH73;GH78;GH85;GH92;GT111;GT113;GT119;GT125;GT131;GT2;GT26;GT28;GT35;GT4;GT5;GT51	105	145	0
GCF_004683785.1	16	GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH32;GH36;GH42;GH65;GH70;GH73;GH78;GH85	AA10;CBM32;CBM34;CBM50;CE1;CE2;CE4;CE9;GH1;GH109;GH13;GH170;GH188;GH2;GH23;GH25;GH32;GH36;GH42;GH65;GH70;GH73;GH78;GH85;GT111;GT113;GT119;GT2;GT26;GT28;GT35;GT4;GT5;GT51	79	152	0
GCF_004683795.1	8	GH13;GH2;GH25;GH32;GH36;GH65;GH73;GH8	CBM34;CBM50;GH13;GH2;GH25;GH32;GH36;GH65;GH73;GH8;GT111;GT113;GT119;GT125;GT131;GT14;GT2;GT28;GT4;GT51	42	71	0
GCF_004683835.1	11	GH13;GH2;GH23;GH25;GH28;GH30;GH31;GH32;GH36;GH65;GH73	CBM50;GH13;GH2;GH23;GH25;GH28;GH30;GH31;GH32;GH36;GH65;GH73;GT111;GT113;GT119;GT125;GT14;GT2;GT28;GT4;GT51	43	66	0
GCF_004684995.1	15	GH120;GH13;GH2;GH23;GH25;GH3;GH31;GH36;GH42;GH43;GH53;GH65;GH73;GH8;GH91	CBM50;GH120;GH13;GH2;GH23;GH25;GH3;GH31;GH36;GH42;GH43;GH53;GH65;GH73;GH8;GH91;GT1;GT101;GT111;GT113;GT119;GT125;GT2;GT28;GT4;GT51;GT8	61	72	0
GCF_004730965.1	19	GH1;GH109;GH125;GH13;GH170;GH188;GH2;GH20;GH23;GH25;GH31;GH32;GH36;GH38;GH42;GH65;GH73;GH78;GH92	AA1;AA10;CBM34;CBM48;CBM50;CE1;CE2;CE9;GH1;GH109;GH125;GH13;GH170;GH188;GH2;GH20;GH23;GH25;GH31;GH32;GH36;GH38;GH42;GH65;GH73;GH78;GH92;GT111;GT119;GT125;GT2;GT26;GT28;GT35;GT4;GT5;GT51	108	151	0
GCF_004798455.1	24	GH1;GH109;GH115;GH126;GH13;GH136;GH170;GH2;GH25;GH29;GH3;GH30;GH31;GH32;GH35;GH36;GH38;GH4;GH43;GH59;GH65;GH73;GH78;GH88	AA1;AA4;CBM32;CBM34;CBM48;CBM50;CBM67;CE1;CE4;CE9;GH1;GH109;GH115;GH126;GH13;GH136;GH170;GH2;GH25;GH29;GH3;GH30;GH31;GH32;GH35;GH36;GH38;GH4;GH43;GH59;GH65;GH73;GH78;GH88;GT113;GT119;GT122;GT2;GT28;GT32;GT35;GT4;GT5;GT51;GT8;GT83;PL12;PL8	99	79	0
GCF_004919065.2	26	GH1;GH109;GH112;GH120;GH125;GH129;GH13;GH18;GH184;GH2;GH20;GH23;GH25;GH29;GH3;GH32;GH33;GH36;GH38;GH4;GH42;GH43;GH5;GH51;GH77;GH95	CBM48;CBM91;CE9;GH1;GH109;GH112;GH120;GH125;GH129;GH13;GH18;GH184;GH2;GH20;GH23;GH25;GH29;GH3;GH32;GH33;GH36;GH38;GH4;GH42;GH43;GH5;GH51;GH77;GH95;GT119;GT2;GT28;GT32;GT35;GT4;GT51	67	52	0
GCF_004936435.1	28	GH101;GH109;GH112;GH120;GH121;GH125;GH127;GH129;GH13;GH172;GH184;GH2;GH20;GH23;GH25;GH27;GH3;GH30;GH31;GH32;GH36;GH38;GH42;GH43;GH5;GH51;GH77;GH85	CBM13;CBM32;CBM48;CBM50;CBM91;CE9;GH101;GH109;GH112;GH120;GH121;GH125;GH127;GH129;GH13;GH172;GH184;GH2;GH20;GH23;GH25;GH27;GH3;GH30;GH31;GH32;GH36;GH38;GH42;GH43;GH5;GH51;GH77;GH85;GT119;GT2;GT28;GT35;GT4;GT51	89	49	0
GCF_005049195.1	8	GH1;GH13;GH170;GH23;GH25;GH3;GH65;GH73	CBM34;CBM50;CE4;CE6;CE9;GH1;GH13;GH170;GH23;GH25;GH3;GH65;GH73;GT101;GT119;GT130;GT2;GT28;GT4;GT51;GT8	42	75	0
GCF_005158025.1	26	GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH23;GH25;GH3;GH31;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94	AA1;AA10;CBM32;CBM34;CBM50;CE1;CE4;CE7;CE9;GH1;GH101;GH105;GH109;GH125;GH126;GH13;GH136;GH154;GH170;GH18;GH2;GH23;GH25;GH3;GH31;GH32;GH35;GH38;GH4;GH63;GH65;GH73;GH88;GH92;GH94;GT119;GT2;GT26;GT28;GT4;GT51;GT8;PL8	90	96	0
GCF_005341425.1	8	GH13;GH2;GH3;GH32;GH36;GH65;GH70;GH73	CBM34;CBM50;GH13;GH2;GH3;GH32;GH36;GH65;GH70;GH73;GT111;GT113;GT119;GT125;GT2;GT28;GT4;GT51	32	70	0
GCF_005406285.1	30	GH101;GH109;GH112;GH120;GH121;GH125;GH127;GH13;GH136;GH146;GH172;GH18;GH184;GH2;GH20;GH23;GH25;GH27;GH3;GH30;GH31;GH32;GH36;GH38;GH42;GH43;GH5;GH51;GH77;GH85	CBM13;CBM22;CBM32;CBM48;CBM6;CBM91;CE20;CE9;GH101;GH109;GH112;GH120;GH121;GH125;GH127;GH13;GH136;GH146;GH172;GH18;GH184;GH2;GH20;GH23;GH25;GH27;GH3;GH30;GH31;GH32;GH36;GH38;GH42;GH43;GH5;GH51;GH77;GH85;GT119;GT2;GT28;GT32;GT35;GT4;GT51	91	53	0
GCF_005576735.1	25	GH1;GH105;GH109;GH125;GH13;GH154;GH16;GH170;GH172;GH2;GH23;GH28;GH3;GH32;GH36;GH38;GH4;GH43;GH51;GH53;GH65;GH73;GH78;GH88;GH92	AA10;CBM34;CBM50;CBM61;CBM91;CE1;CE12;CE4;CE8;CE9;GH1;GH105;GH109;GH125;GH13;GH154;GH16;GH170;GH172;GH2;GH23;GH28;GH3;GH32;GH36;GH38;GH4;GH43;GH51;GH53;GH65;GH73;GH78;GH88;GH92;GT1;GT119;GT14;GT2;GT28;GT4;GT51;GT8;PL9	99	92	0
GCF_005576935.1	18	GH1;GH109;GH126;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH42;GH65;GH73;GH78;GH85	AA10;AA4;CBM32;CBM34;CBM48;CBM50;CE1;CE2;CE4;CE9;GH1;GH109;GH126;GH13;GH170;GH188;GH2;GH23;GH25;GH31;GH32;GH36;GH38;GH42;GH65;GH73;GH78;GH85;GT111;GT119;GT122;GT125;GT2;GT26;GT28;GT35;GT4;GT5;GT51	101	147	0
GCF_005795975.1	21	GH1;GH109;GH125;GH127;GH13;GH15;GH170;GH18;GH2;GH23;GH25;GH3;GH31;GH32;GH35;GH36;GH38;GH63;GH65;GH73;GH88	AA4;CBM34;CBM50;CBM67;CE4;CE9;GH1;GH109;GH125;GH127;GH13;GH15;GH170;GH18;GH2;GH23;GH25;GH3;GH31;GH32;GH35;GH36;GH38;GH63;GH65;GH73;GH88;GT119;GT122;GT2;GT28;GT32;GT35;GT4;GT5;GT51;GT8;GT83	86	88	0
GCF_005795995.1	21	GH1;GH109;GH125;GH127;GH13;GH15;GH170;GH18;GH2;GH23;GH25;GH3;GH31;GH32;GH35;GH36;GH38;GH63;GH65;GH73;GH88	AA4;CBM34;CBM50;CBM67;CE4;CE9;GH1;GH109;GH125;GH127;GH13;GH15;GH170;GH18;GH2;GH23;GH25;GH3;GH31;GH32;GH35;GH36;GH38;GH63;GH65;GH73;GH88;GT119;GT122;GT2;GT28;GT32;GT35;GT4;GT5;GT51;GT8;GT83	84	86	0
